"group_code","group_id","group_name"
"chopcndevped210",5933,"CHOP Care Network @ King of Prussia Specialty Care"
"chopcnkopgastro210",5934,"CHOP Care Network @ King of Prussia Specialty Care"
"chopcnkophem210",5935,"CHOP Care Network @ King of Prussia Specialty Care"
"chopkopneuro210",5936,"CHOP Care Network @ King of Prussia Specialty Care"
"childhca950",5937,"CHOP Care Network @ KOP Pediatric Imaging Center"
"chopurgkop950",5938,"CHOP Urgent Care King of Prussia"
"pennradkingprussia",5939,"Penn Radiology-Penn Medicine-King of Prussia"
"pennsleepkop",5940,"Penn Sleep Lab @ KOP"
"feinburg625",5941,"Stanford S Fienberg MD PC"
"philahandctr700",5942,"The Philadelphia Hand Center, PC"
"coppolachiro1003",5943,"Gerald F. Coppola, DC"
"122015",5944,"Oaks Radiology"
"eye care oaks",5945,"Progressive Vision Institute/Eye Care Center"
"tima450",5946,"Temple Internal Medicine Associates - Hepatology"
"templeneurosurg450",5947,"Temple Neurosurgical Associates"
"temortho450",5948,"Temple Orthopedics and Sports Medicine"
"childhca140",5949,"Children’s Health Care Associates"
"chopphoenix140",5950,"CHOP Care Network @ Phoenixville"
"chopnetphnxhosp140",5951,"CHOP Care Network at Phoenixville Hospital"
"drohosky703",5952,"Dr Michael S Drohosky DPM PC"
"mlhcnp824",5953,"MLHC Neurology in Paoli"
"uphs-commradphoenixville140",5954,"Penn Medicine Radiology Phoenixville Hospital"
"phoenixvillehosp",5955,"Phoenixville Hospital"
"phoenixvilleradonc140",5956,"Phoenixville Radiation Oncology PC"
"phoenixville1260",5957,"Phoenixville Valley Forge Dermatology Assoc"
"templepulm450",5958,"Temple Pulmonary Associates"
"uphs-univ of penn rad onc phoenixville",5959,"UPHS-Penn Radiation Oncology at Phoenixville Hosp"
"uphs-penn sleep med at main st fam prac",5960,"UPHS-Penn Sleep Medicine @ Main Street Family"
"uphs-penncare  main street family care",5961,"UPHS-Penncare - Main Street Family Care"
"uphs-penncare for kids phoenixville",5962,"UPHS-PENNCare for Kids- Phoenixville"
"jhcplaurel17001_102",5963,"JHCP at Laurel"
"jhcpbowie17001",5964,"JHCP Family Practice at Bowie"
"jhcpcharl4225",5965,"Johns Hopkins Community Physicians at Charles Coun"
"umcmg5_101",5966,"UM Community Medical Group Inc"
"jhodentonccep1132",5967,"JH at Odenton - Cardiology"
"jhgastro1106_280",5968,"JH at Odenton - Gastroenterology"
"jhortho1106_280",5969,"JH at Odenton - Orthopedics"
"jhwilmer1106_optometry",5970,"JH Wilmer Eye Institute at Odenton - Optometry"
"jhcpodenton1132_201",5971,"JHCP at Odenton"
"jhcpoden1132",5972,"JHCP at Odenton"
"jhcpodentonobgyn1132",5973,"JHCP at Odenton - OB/GYN"
"jhcpodenpav1106",5974,"JHCP at Odenton Medical Pavilion"
"stephendiamqrvl",5975,"Diamantoni and Associates"
"22867",5976,"LGHP/Penn Medicine Family Medicine Buck"
"lghppod317",5977,"LGHP/Penn Medicine Podiatry"
"walteraumentfam",5978,"LGHP/Penn Medicine Walter L Aument Family Health"
"obrrob",5979,"O'Brien and Robinson, LLC"
"116011",5980,"Quarryville Family Chiropractic Center"
"quarryvillefm",5981,"Quarryville Family Medicine"
"birthcare1138",5982,"Birth Care & Family Health Services"
"birthcarefhs",5983,"Birth Care & Family Health Services"
"nemoursspec535",5984,"Clinic for Special Children"
"strasburgfamily",5985,"LGHP/Penn Medicine Family Medicine Strasburg"
"94352",5986,"Strasburg Family Eyecare, LLC"
"stras f-p assoc",5987,"Strasburg Family Practice Associates"
"campuseyewillow",5988,"Campus Eye Center"
"dermphysincwill",5989,"Dermatology Physicians Inc"
"maygrtwillow",5990,"Doctors May-Grant Associates"
"feg-willow",5991,"Family Eye Group"
"lancpedassocwst",5992,"Lancaster Pediatric Associates"
"lghpwillow222",5993,"LGHP/Penn Medicine Family Medicine Willow St"
"lghgeriatric",5994,"LGHP/Penn Medicine Geriatrics"
"105547willow",5995,"Marilyn C Henderson DPM"
"1609835933",5996,"Orthopedic Associates of Lancaster"
"aichelefreyfp",5997,"PAL South Family Medicine"
"jhdavidrubensteingenetics200",5998,"JH David M Rubenstein Child Health - Cl Genetics"
"jhrubensteingastro200",5999,"JH David M Rubenstein Child Health - Ped Gastro"
"jhrubensteinpedplsurg200",6000,"JH David M Rubenstein Child Health - Plastic Surg"
"jhhdavidr",6001,"JH David M Rubenstein Child Health Bldg - Endo"
"jhrubenpedcard1800",6002,"JH David M Rubenstein Child Health Bldg - Ped Card"
"jhrubenpedpulm200",6003,"JH David M Rubenstein Child Health Bldg - Ped Pulm"
"jhpedsurg200",6004,"JH David M Rubenstein Child Health Bldg - Ped Surg"
"jhrubensurg200",6005,"JH David M Rubenstein Child Health Bldg - Surgery"
"jhrubenuro200",6006,"JH David M Rubenstein Child Health Bldg - Urology"
"1568459097a",6007,"JH David M Rubenstein Child Health Building"
"jhpedhemonc201",6008,"JH David Rubenstein Child Health Bldg - Hematology"
"jhocsurgery601",6009,"JH Outpatient Center - Surgery Center"
"jhoctransplant601",6010,"JH Outpatient Center - Transplant Surgery Center"
"jhneuro1800",6011,"JH Psychiatry Continuing Care Clinic"
"jhwilmer601",6012,"JH Wilmer Eye Institute"
"jhwilmer1800",6013,"JH Wilmer Eye Institute - Baltimore"
"jhwilmer1800_optometry",6014,"JH Wilmer Eye Institute at Baltimore - Optometry"
"jhcpoutptctr601",6015,"JHCP at Johns Hopkins Outpatient Center"
"jhtransgender601",6016,"JHOC - Center for Transgender Health"
"1295731966c",6017,"Johns Hopkins Outpatient Center"
"johnshopkoutp",6018,"Johns Hopkins Outpatient Center"
"jhtransplant601",6019,"Johns Hopkins Outpatient Center"
"jhtransplantsurg601",6020,"Johns Hopkins Outpatient Center"
"jhaudiology601",6021,"Johns Hopkins Outpatient Center - Audiology/ENT"
"jhocplasticbreast601",6022,"Johns Hopkins Outpatient Center - Breast Center"
"jhoutptcardsurg601",6023,"Johns Hopkins Outpatient Center - Cardiac Surgery"
"jhoutptderm601",6024,"Johns Hopkins Outpatient Center - Dermatology"
"jhoutptdiabetes601",6025,"Johns Hopkins Outpatient Center - Diabetes Center"
"jhoutptendo601",6026,"Johns Hopkins Outpatient Center - Endocrinology"
"jhexecutivehlth601",6027,"Johns Hopkins Outpatient Center - Executive Health"
"jhoutptgastro601",6028,"Johns Hopkins Outpatient Center - Gastroenterology"
"jhoutptinfdis601",6029,"Johns Hopkins Outpatient Center - Infectious Dis"
"jhoutptmedonc601",6030,"Johns Hopkins Outpatient Center - Medical Oncology"
"jhoutptneph601",6031,"Johns Hopkins Outpatient Center - Nephrology"
"jhoutptneuro601",6032,"Johns Hopkins Outpatient Center - Neurology"
"jhoutptneurosurg601",6033,"Johns Hopkins Outpatient Center - Neurosurgery"
"jhoutptobgyn601",6034,"Johns Hopkins Outpatient Center - OB/GYN"
"jhharbors3001",6035,"JH at Harbor Hospital - Gastro"
"univmdpedhan",6036,"University of MD Pediatric Associates PA"
"parkinsons8180",6037,"Parkinson's & Movement Disorders Center of MD, LLC"
"univmddiagcharl",6038,"University of MD Diagnostic Imaging Specialists, P"
"univmdhead611",6039,"University of MD Otorhinolaryngology Head & Neck S"
"ummcped901",6040,"University of MD Pediatric Associates PA"
"ummceye4538",6041,"University of MD Eye Associates PA"
"univmdobedmond",6042,"University of MD Obstetrical & Gynecological Assoc"
"ummcob22",6043,"University of MD Women's Center"
"univcareedmond",6044,"UniversityCare, LLC"
"jhodenton1106",6045,"Johns Hopkins at Odenton"
"jhodentongastro1132_280",6046,"Johns Hopkins at Odenton - Gastro"
"jh1132odenton",6047,"Johns Hopkins at Odenton - OB/GYN"
"jhcpodenton1106",6048,"Johns Hopkins Community Physicians"
"johnswilmereye1106",6049,"Johns Hopkins Wilmer Eye Institute"
"jhwilmer1106",6050,"Johns Hopkins Wilmer Eye Institute - Odenton"
"1710106414a",6051,"Sidney Kimmel Comprehensive Care Cancer Center"
"jh401",6052,"The Johns Hopkins Hospital"
"universityimag",6053,"University Imaging Center LLC"
"univmdcard",6054,"University of Maryland Medical Center - Cardiology"
"univmdanesgreen",6055,"University of MD Anesthesiology Associates PA"
"ummcderm419_206",6056,"University of MD Dermatologist PA"
"univmdderm419r",6057,"University of MD Dermatologist PA"
"univmddiaggreen",6058,"University of MD Diagnostic Imaging Specialists PA"
"univmddiaglind",6059,"University of MD Diagnostic Imaging Specialists PA"
"univmdemgreene",6060,"University of MD Emergency Medicine Associates PA"
"ummceye22",6061,"University of MD Eye Associates PA"
"univmdeyeredwd",6062,"University of MD Eye Associates PA"
"ummceye827",6063,"University of MD Eye Associates PA"
"ummceye827_8786",6064,"University of MD Eye Associates PA"
"univmdfamgreen",6065,"University of MD Family Medicine Associates PA"
"univmdfampaca",6066,"University of MD Family Medicine Associates PA"
"univmdspaca",6067,"University of MD Family Medicine Associates PA"
"ummcfm36",6068,"University of MD Family Medicine Associates PA"
"ummc16_100",6069,"University of MD Medical Group PA"
"ummcmed16_200",6070,"University of MD Medical Group PA"
"ummcmed22sgreen_5793",6071,"University of MD Medical Group PA"
"ummcmed22sgreene_5196",6072,"University of MD Medical Group PA"
"ummcmedgroup22_9102",6073,"University of MD Medical Group PA"
"univmdmedgreene",6074,"University of MD Medical Group PA"
"ummc419ste520",6075,"University of MD Medical Group PA"
"univmdmedredw",6076,"University of MD Medical Group PA"
"s500d",6077,"University of MD Medical Group PA"
"ummcmed725",6078,"University of MD Medical Group PA"
"ummg827_8452",6079,"University of MD Medical Group PA"
"univmdmed827",6080,"University of MD Medical Group PA"
"univmdmed827_8000",6081,"University of MD Medical Group PA"
"univmdmedlind",6082,"University of MD Medical Group PA"
"univmdneuroeut",6083,"University of MD Neurology Associates PA"
"ummcneuro22",6084,"University of MD Neurology Associates PA"
"univmdneursgreen",6085,"University of MD Neurosurgery Associates PA"
"univmdneursred",6086,"University of MD Neurosurgery Associates PA"
"univmdobpenn",6087,"University of MD Obstetrical & Gynecological Assoc"
"univmdobgreene",6088,"University of MD Obstetrical & Gynecological Assoc"
"univmdobgreene22_n6w40",6089,"University of MD Obstetrical & Gynecological Assoc"
"univmdobredw",6090,"University of MD Obstetrical & Gynecological Assoc"
"univmdoncgreene",6091,"University of MD Oncology Associates PA"
"univmdoncredw",6092,"University of MD Oncology Associates, PA"
"univmdorthoeutaw",6093,"University of MD Orthopaedic Associates PA"
"univmdorthogre",6094,"University of MD Orthopaedic Associates PA"
"ummcortho351",6095,"University of MD Orthopaedic Associates PA"
"univmdortholin",6096,"University of MD Orthopaedic Associates PA"
"univmdorthored",6097,"University of MD Orthopaedic Associates, PA"
"ummcoto419_260",6098,"University of MD Otorhinolaryngology Head & Neck S"
"1578624003b",6099,"Mt Washington Physicians Group"
"umdsurg3001",6100,"University of MD Surgical Associates PA"
"maonhelaure",6101,"Maryland Oncology Hematology, P.A."
"painspine14201",6102,"Pain and Spine Specialists of Pennsylvania LLC"
"univmdorthocol",6103,"University of MD Orthopaedic Associates PA"
"univmdorthocolb",6104,"University of MD Orthopaedic Associates PA"
"ummcsports379",6105,"University of MD Sports Medicine and Wellness LLC"
"jhcphoco6350",6106,"JHCP at Howard County -  OB/GYN"
"jhcpfp6350_102",6107,"JHCP at Howard County - Family Practice"
"jhcphocoim6350",6108,"JHCP at Howard County - Internal Medicine"
"jhcphocoped6350",6109,"JHCP at Howard County - Pediatrics"
"1801891080e",6110,"Johns Hopkins Cardiology at Columbia"
"jhgastro5450_390",6111,"The Johns Hopkins Hospital - Gastro/Hepatology"
"ummcanes5500",6112,"University of MD Anesthesiology Associates PA"
"ummceye5900_120",6113,"University of MD Eye Associates PA"
"ummceye5900_230",6114,"University of MD Eye Associates PA"
"ummcfammed5890",6115,"University of MD Family Medicine Associates PA"
"ummcmed5890",6116,"University of MD Medical Group PA"
"ummcobgyn5900_120",6117,"University of MD Obstetrical and Gynecological Ass"
"ummcobgyn5900_250",6118,"University of MD Obstetrical and Gynecological Ass"
"univmdorthoknoll",6119,"University of MD Orthopaedic Associates PA"
"ummcoto5900",6120,"University of MD Otorhinolaryngology Head & Neck S"
"maryonchem12210",6121,"Maryland Oncology Hematology, P.A."
"jhcpfp8115_140",6122,"JHCP at Fulton - Family Practice"
"jhcpfultonobgyn8115",6123,"JHCP at Fulton - OB/GYN"
"cardiovasspec10710",6124,"CardioVascular Specialists, LLC"
"centralmdradonc10710",6125,"Central Maryland Radiation Oncology"
"jhcharter10700",6126,"Charter Medical Bldg - Surgery"
"hcghpedgastro10710",6127,"HCGH Medical Pavilion - Ped Gastro"
"hickoryasc10700",6128,"Hickory Ridge Surgery Center"
"jhcolumbiapeduro10710",6129,"JH at Columbia - Pediatric Urology"
"jhhcghsleep10710_420",6130,"JH at Howard County General Hosp - Sleep  Disorder"
"jhhcghccep5755",6131,"JH at Howard County General Hospital - Cardiology"
"jhhcghderm10710",6132,"JH at Howard County General Hospital - Dermatology"
"jhhcghobgyn5755",6133,"JH at Howard County General Hospital - OB/GYN"
"howardcopath",6134,"JH at Howard County General Hospital - Pathology"
"jhhcghneuro10710",6135,"JH at Howard County General Hospital - Pulmonary"
"jhhcghsleep5755",6136,"JH at Howard County General Hospital - Sleep Lab"
"jhwomenhoward10710_420",6137,"JH at Howard County General Hospital - Womens Hlth"
"jhhcghderm5755",6138,"JH Howard County General Hospital - Dermatology"
"jhimaging11055",6139,"JH Medical Imaging at Columbia"
"jhwilmer10710",6140,"JH Wilmer Eye Institute - Columbia"
"jhwilmeroptometry10710",6141,"JH Wilmer Eye Institute at Columbia - Optometry"
"jhcpcolum11085",6142,"JHCP - Columbia Medical Arts Bldg - Surgery"
"jhcp_howard_surg5755",6143,"JHCP - Howard County General Hospital"
"jhcppulmcolum11085",6144,"JHCP - Pulmonology In Columbia"
"jhcpsurgery11085",6145,"JHCP Columbia Medical Arts Bldg - Surgery"
"johnshopkcedar",6146,"Johns Hopkins at Cedar Lane"
"ummcmed700",6147,"University of MD Medical Group PA"
"ummcped110",6148,"University of MD Pediatric Associates PA"
"washingtonhosp110",6149,"Washington Hospital Center"
"jhoutptophth601",6150,"Johns Hopkins Outpatient Center - Ophthalmology"
"jhoutptortho601",6151,"Johns Hopkins Outpatient Center - Orthopaedic Surg"
"jhoutptpainmgmt601",6152,"Johns Hopkins Outpatient Center - Pain Management"
"jhoutptpallcaremed601",6153,"Johns Hopkins Outpatient Center - Palliative Med"
"jhoutptpallcaremedonc601",6154,"Johns Hopkins Outpatient Center - Palliative Med"
"jhoutptpeds601",6155,"Johns Hopkins Outpatient Center - Pediatrics"
"jhoutptpmr601",6156,"Johns Hopkins Outpatient Center - Physical Medicin"
"jhoutptplastic601",6157,"Johns Hopkins Outpatient Center - Plastic Surgery"
"jhpodiatrydiabetetes601",6158,"Johns Hopkins Outpatient Center - Podiatry"
"jhoutptpulm601",6159,"Johns Hopkins Outpatient Center - Pulmonary"
"jhoutptradonc601",6160,"Johns Hopkins Outpatient Center - Radiation Onc"
"jhoutptrad601",6161,"Johns Hopkins Outpatient Center - Radiology"
"jhoutptrheum601",6162,"Johns Hopkins Outpatient Center - Rheumatology"
"jhspeech601",6163,"Johns Hopkins Outpatient Center - Speech Therapy"
"jhoutptsurg601",6164,"Johns Hopkins Outpatient Center - Surgery"
"jhsurgspec601_4",6165,"Johns Hopkins Outpatient Center - Surgical Spec"
"jhoutpturo601",6166,"Johns Hopkins Outpatient Center - Urology"
"jhoutptvascsurg601",6167,"Johns Hopkins Outpatient Center - Vascular Surgery"
"1902896970",6168,"Sidney Kimmel Comprehensive Care Cancer Center"
"jhsidneypallcare401",6169,"Sidney Kimmel Comprehensive Care Cancer Center"
"sidneycancerhem401",6170,"Sidney Kimmel Comprehensive Care Cancer Center"
"jhcpcardiacsurg1800",6171,"The John Hopkins Hospital - Cardiac Surgery"
"jhgeneticcouns1800",6172,"The Johns Hopkins  - Prenatal Genetic Counseling"
"jhallergy600",6173,"The Johns Hopkins Hospital - Allergy & Immunology"
"jhaudiology600",6174,"The Johns Hopkins Hospital - Audiology/ENT"
"jhcardiacsurg600",6175,"The Johns Hopkins Hospital - Cardiac Surgery"
"jhccep600",6176,"The Johns Hopkins Hospital - Cardiology"
"jhgenetics600",6177,"The Johns Hopkins Hospital - Cl Genetics"
"jhneuroresearch1800_3",6178,"The Johns Hopkins Hospital - Clinical Research"
"jhderm600",6179,"The Johns Hopkins Hospital - Dermatology"
"jhendo600",6180,"The Johns Hopkins Hospital - Endocrinology"
"jhacupuncture600",6181,"The Johns Hopkins Hospital - Gastro/Acupuncture"
"jhgastro1800",6182,"The Johns Hopkins Hospital - Gastroenterology"
"jhgeriatrics600",6183,"The Johns Hopkins Hospital - Geriatrics"
"jhhem600",6184,"The Johns Hopkins Hospital - Hematology"
"jhinfdis1800_346",6185,"The Johns Hopkins Hospital - Infectious Disease"
"jhinfdis401",6186,"The Johns Hopkins Hospital - Infectious Disease"
"jh615",6187,"The Johns Hopkins Hospital - Infectious Disease"
"jhintmed600",6188,"The Johns Hopkins Hospital - Internal Medicine"
"jhlipidcl1800",6189,"The Johns Hopkins Hospital - Lipid Clinic"
"jhmedonc600",6190,"The Johns Hopkins Hospital - Medical Oncology"
"jhneonatal600",6191,"The Johns Hopkins Hospital - Neonatology"
"jhnephrology1830",6192,"The Johns Hopkins Hospital - Nephrology"
"jhneph600",6193,"The Johns Hopkins Hospital - Nephrology"
"jhneuro1800_346",6194,"The Johns Hopkins Hospital - Neurology"
"jhneurology600",6195,"The Johns Hopkins Hospital - Neurology"
"jhneurosurg600",6196,"The Johns Hopkins Hospital - Neurosurgery"
"jhobgyn1800_346",6197,"The Johns Hopkins Hospital - OB/GYN"
"jhobgyn1800",6198,"The Johns Hopkins Hospital - OB/GYN"
"jhobgyn600",6199,"The Johns Hopkins Hospital - OB/GYN"
"jhophthal600",6200,"The Johns Hopkins Hospital - Ophthalmology"
"jhortho600",6201,"The Johns Hopkins Hospital - Orthopaedic Surgery"
"jhpainmgmt600",6202,"The Johns Hopkins Hospital - Pain Management"
"jhpedgastro600",6203,"The Johns Hopkins Hospital - Ped Gastro"
"jhpedhemonc200",6204,"The Johns Hopkins Hospital - Ped Hematology/Onc"
"jhpedhemonc600",6205,"The Johns Hopkins Hospital - Ped Hematology/Onc"
"jhpedinfdis200",6206,"The Johns Hopkins Hospital - Ped Infectious Diseas"
"jhpedallergy200",6207,"The Johns Hopkins Hospital - Pediatric Allergy"
"jhpedsallergy",6208,"The Johns Hopkins Hospital - Pediatric Allergy"
"jhpedcard600",6209,"The Johns Hopkins Hospital - Pediatric Cardiology"
"jhpedneph200",6210,"The Johns Hopkins Hospital - Pediatric Nephrology"
"johnshopsing",6211,"The Johns Hopkins Hospital - Pediatric Neurology"
"goodsam5601",6212,"Good Samaritan Professional Bldg - Rheumatology"
"goodsamphysmed",6213,"JH Rehab Medicine at Good Samaritan Hospital"
"nephrology5601",6214,"Nephrology Center of Maryland"
"ummceye5601",6215,"University of MD Eye Associates PA"
"lorienbelair1909",6216,"Lorien Bel Air"
"retinacc104",6217,"Retina Care Center"
"lacher2014",6218,"Steven Lacher MD PA"
"jhwei620",6219,"Johns Hopkins Wilmer Eye Institute - Bel Air"
"johnseye",6220,"Parris Castoro Eye Care Center"
"univmdobches",6221,"University of MD Obstetrical & Gynecological Assoc"
"univmdotor510",6222,"University of MD Otorhinolaryngology Head & Neck S"
"univmdpedbel",6223,"University of MD Pediatric Associates, PA"
"ummcradonc500",6224,"University of MD Radiation Oncology Associates PA"
"univmdsurgbel2",6225,"University of MD Surgical Associates PA"
"univmdsurgupp",6226,"University of MD Surgical Associates, PA"
